rms;chroma_1;chroma_2;chroma_3;chroma_4;chroma_5;chroma_6;chroma_7;chroma_8;chroma_9;chroma_10;chroma_11;chroma_12;tonnetz_1;tonnetz_2;tonnetz_3;tonnetz_4;tonnetz_5;tonnetz_6;chroma_cqt_1;chroma_cqt_2;chroma_cqt_3;chroma_cqt_4;chroma_cqt_5;chroma_cqt_6;chroma_cqt_7;chroma_cqt_8;chroma_cqt_9;chroma_cqt_10;chroma_cqt_11;chroma_cqt_12;chroma_cens_1;chroma_cens_2;chroma_cens_3;chroma_cens_4;chroma_cens_5;chroma_cens_6;chroma_cens_7;chroma_cens_8;chroma_cens_9;chroma_cens_10;chroma_cens_11;chroma_cens_12;filename;label
0.9874800935820063;1.2743374742993654;0.9846112616490377;0.035112091125253146;-0.31653148081844273;-0.5019999756622436;-0.058270532107203156;0.592203214271663;0.1784017144366949;1.1765122261771945;1.435259957746392;2.602731104765703;2.7866447411580877;-0.24619550979107163;-0.5347124384866747;-0.4739206134514444;0.0363500136543213;-0.6350832366310645;0.14944681802144263;1.4875975097791223;0.9232509418671448;-0.6002052554763931;-0.9342975501261467;-1.1135112098879973;-0.47433358050415336;0.13939288968136035;-0.11174911479953863;1.2197070439797584;1.7490037690061901;1.9081669862674924;2.3199285409942774;1.0550771841869129;0.44165478021792687;-1.038784342388219;-1.9037952437684917;-2.255814614111571;-1.0964181713725352;-0.47025068724285646;-0.46655308692415326;1.0411807748786548;1.3966597056152583;1.5658008715888032;2.1164361005774426;reggae.00080.wav;reggae
-1.0706918008086224;-0.7792457881909353;-1.3732457504773345;-1.3347255054665284;-0.9102764691251493;-1.5762202416431763;-0.9743456812370046;-0.704083619560954;-1.6699348078553014;-1.2498242019673251;-1.5701115016783482;-1.250679668132566;0.08079417226368536;0.010954964987781073;-0.49339658989827045;0.8195114331356835;0.26851702286432594;-2.4787647007579405;-0.2056521901677752;-0.880811324196811;-1.1458726183650945;-1.0200471702190261;-0.7559324368178225;-0.9678810270602807;-0.8944938431106139;-0.9543164285991788;-1.3871831326995916;-0.7773509509860727;-1.0730094398162728;-1.190180256080914;0.24417358936469316;-0.2748629137148396;-0.8843135146452117;-0.5997758688651786;-0.13921384703116224;-0.5317666609195577;-0.3790285177444978;-0.5103971895920463;-1.2423041457510933;-0.32264538681623656;-0.7858374168465817;-0.8594051349660368;1.1132893585032049;jazz.00016.wav;jazz
-0.08435560197449164;0.2729917384368663;0.18742468674739998;1.1938518282946675;-0.28456156912610425;0.00796552088510774;0.21650181225526224;0.22037660109844215;0.4063246142570882;-0.28917326674938104;0.7815825192287792;0.7188705129167462;0.43101132477753473;-0.06777971816332193;0.5180465624540322;0.017621407952739827;-1.0363963253257324;0.005994016840474958;-0.34599491564039325;1.0615432606315092;0.9438637452042283;1.719984175243163;1.513194980290631;1.310516680315353;1.7106488499053654;1.00435478188435;1.2120521627662346;0.7131436080353243;0.8460385394594654;1.3278699955516524;0.782252074064765;0.24322669772359573;0.27551470819197327;0.77479154684172;0.6139346651797538;0.41021416889885426;0.8228528894844629;0.2732955622289348;0.26096663920276053;-0.02827574701477565;0.1027425464077246;0.5730251828358744;0.03097919380170167;disco.00052.wav;disco
-0.7617289101383323;0.13533077945845132;-0.2681652097143185;-1.3432980171647864;-1.5788819247476322;-2.14470165441659;-1.227366624551053;-1.3360110306196769;-1.7798413480818376;-1.147407055615788;-0.7388838859184657;0.5807457491309188;-0.5637134973490441;-1.6367679129675798;0.273771944531708;-0.2690000907839124;-1.598035625938601;-0.6928199131995919;-0.707761544290814;-0.9903132147686132;-1.1248319058185188;-1.541637802244284;-1.2351711686155582;-2.2382671444060884;-0.7065249434964243;-0.975449361334459;-2.2191999685612633;-0.9421058071219448;-1.4871357035211719;0.31036347194446495;-0.758986551683404;-0.4493451367340506;-0.6634872091977798;-0.9296001305755256;-0.6013151845511537;-2.4926274454057022;0.3837545990623126;-0.4414129797687577;-2.2393540596514203;-0.3195416043688423;-0.9578111284677855;1.8034235191667671;-0.07464207814378354;jazz.00002.wav;jazz
-0.27223195674520423;-0.5950992101744416;-0.19073887486915647;0.8166336340622922;-0.05843529138092988;-0.6202491311946882;0.2901038261261491;0.4078116158457059;1.8473687572698758;0.08947071418596189;-0.6737049534747013;-0.647725693075509;-0.8828657944755924;0.22763394187135075;0.7484183498926219;0.863769330564479;-0.36479430787132966;0.43854891780667843;-0.9240223983182526;0.6245060469370385;0.3206391328773183;1.6573448941144815;1.5725545116821007;0.8919879517823491;0.7349473360062838;0.5415078021095072;2.2048341284964073;0.8349154538387147;0.5851223513054093;1.220685230069603;0.9520282089955288;-0.12871851102503887;-0.4249644181443142;0.9801120711940183;0.9871805199204088;0.14860552832708468;0.10171283508685404;0.005344063597251475;1.3877343648610114;0.1478969104243498;0.027925596496223195;0.5041045458895014;0.23653354272681062;disco.00046.wav;disco
0.05854909021840621;-0.9182837982129337;-0.6692600586202997;0.5641377976850211;1.2066114445347949;-0.796798243680338;-1.143659966385683;-0.743334597451478;-0.22613814297568943;0.591230078776276;-0.11517116270716093;0.9034507223179787;-0.07549372614659881;-2.124664060584241;-0.3639936130855395;2.575659045080684;-0.10847737527774715;-0.3646871106782966;1.3499328455628556;-1.840083899396633;-1.4528444089601258;-0.953588801641945;1.6679100901094515;-1.143236510232996;-1.4818407484512155;-0.8537922391188648;-0.7436740437948477;0.3917559694537783;-1.3526440361905336;-0.05635978692949249;-1.1568070175545646;-1.933513609230278;-1.488662041611614;-0.060096750256449484;3.282598565216511;-0.5034905009018031;-1.3598938798188311;-0.4115714176252238;0.39593102540750696;1.7036116779117194;-0.8756295044511642;0.7139696442501059;-0.8104041604859179;reggae.00094.wav;reggae
0.651302191160628;1.5238297168774262;1.4545527966474951;0.9906006902931198;0.9444990448833308;-0.5298146502336347;-0.47890900580584644;-0.2802270896930964;0.6912339215800083;-0.3634358126963977;-1.3872037280106133;0.6603659377797526;0.7432482970637406;-0.41632159708461114;0.9103287322430654;0.9948243530072375;0.18122829024912193;0.4780008307705434;1.0704849352772163;1.9725655767439065;1.1592523784968998;1.184243807693412;0.9418984145560492;-0.25238722500215793;0.1480642602187118;0.36106133655758055;0.9742600341981328;0.33862137140769394;-0.07041147785454359;0.6627599771613234;0.33380118494703337;1.6497343229767212;1.1400276446849926;0.8190700760771689;0.5847273376467003;-0.8855442138909045;-0.47142345212336323;-0.30161895953440043;0.7158736410307758;0.03141251962415998;-0.35955108712962336;0.4660350350639018;0.1274916231164113;disco.00091.wav;disco
-0.1138247119337265;-0.05054725867967282;-0.6293818855192614;-1.0101531502500996;-0.24554958634070612;-1.3042950651270517;-1.1756755932473602;-1.0443512906939405;0.17384960354211762;2.3760611465638175;0.16602705929916006;-0.2339470088856288;-0.7176593803730968;-2.1857726897538297;0.29862447219427896;-0.08146456323071596;1.9975515810631899;-0.8302356463197942;-0.11074163878889101;0.3431634699605972;0.2669446186564177;-1.2216288208313397;0.2442156410761232;-1.4658811735433943;-0.08890163538406971;-1.0776245242284692;-0.3549374889115258;1.539328446663918;-1.120490306554177;-0.29128706697466944;-1.2714637617717501;0.9854631353725951;0.45632851463180524;-1.140890992865614;0.9532426824780132;-1.858876570388738;0.08447569174952287;-1.2398217775384621;0.07913031510853466;2.513668761746209;-1.0380466244353497;0.11286300010246834;-1.480883735453119;rock.00011.wav;rock
-0.30802573521939386;2.0675991559125784;-0.947432423280883;-1.3796154621776222;-0.8905351887132642;0.8702469087734933;0.48716428143098534;-0.2904557138148619;0.7931954796928876;-1.281867307466277;-1.4904627334157132;-2.033797940337128;-0.33900959881370213;0.40061390912227035;0.784430734739384;0.27434925336923593;2.5308091998567783;-0.6428681262391478;-0.06194523879967031;1.5091659655928316;-1.2861232669784874;-1.717142312780834;-1.0687132134270214;0.5955103318154158;0.7953657616449653;-1.14166262955904;-0.9619853073208484;-1.5295103170913582;-1.4271635578258004;-1.2217672867948501;0.4938657608052526;2.4245170980837387;-1.2353477198998533;-1.821827664385137;-0.874072586165278;1.527719818389157;1.3055690619987446;-1.0692118584534693;-0.2914790196967567;-1.9266098948686274;-1.4809803727722646;-1.0399341111435947;1.0633343197089613;reggae.00043.wav;reggae
-0.41939377213300943;-0.17097336293448456;0.5018625106429359;1.317010042258211;0.5353166998324659;-0.781560416339479;-0.6874945335889024;-0.24769094959991064;0.3318973842396252;-0.7017108355944796;-0.37406564190715486;0.07731748824930555;-0.4109156559946518;0.08144924257351638;0.4439457856957102;0.15854510449053041;-1.361100886209171;0.47355981824040355;-0.7821712985111916;-0.32082006859107043;0.6941071110686701;1.3134124948138672;0.03372650383282334;-0.7289288292660981;-0.4062057545211613;-0.25135448876255395;0.42843665942193865;-0.4470495838628238;-0.17406709721289246;0.07458785852621219;-0.49170368701965894;-0.275861321328607;1.0238242401712703;1.531011976059725;0.11622741041734447;-0.8701755267801087;-0.36105324394632415;0.03035858507392973;0.6474658371229776;-0.48340657465361675;-0.04173855654483915;0.22590308984496432;-0.5754918714775732;reggae.00057.wav;reggae
