rms;mfcc_1;mfcc_2;mfcc_3;mfcc_4;mfcc_5;mfcc_6;mfcc_7;mfcc_8;mfcc_9;mfcc_10;mfcc_11;mfcc_12;mfcc_13;delta_mfcc_1;delta_mfcc_2;delta_mfcc_3;delta_mfcc_4;delta_mfcc_5;delta_mfcc_6;delta_mfcc_7;delta_mfcc_8;delta_mfcc_9;delta_mfcc_10;delta_mfcc_11;delta_mfcc_12;delta_mfcc_13;filename;label
0.9874800935820063;0.4127829235115657;-1.0316004872452138;0.5143678208204201;-0.4685824397661705;0.4357254478126064;-0.23404486456538576;1.9498076050861513;0.39767486517254186;1.2385530002925074;1.0219817659415023;2.0627766776354317;-0.0023756642362280757;2.183298542438206;-0.5798655452262896;-1.1547980695778275;0.33904626142811434;0.7489590627676463;-0.2976643138867131;-1.212273656985414;-0.9917367886405822;-0.9000165401843414;0.6817159647281931;0.029538141882806783;-0.08105037323644264;0.91026797713493;-0.8746719779643739;reggae.00080.wav;reggae
-1.0706918008086224;-1.1513405122297424;0.7555884628543049;0.11681542989109331;0.07598727682095188;-0.14947741759902186;-0.13325524562418306;-0.9004392301741635;-0.4605670265196644;-0.6002552701426017;-0.5312230737905125;-0.5300390585370265;0.1282185098204708;-0.49247842889713206;-1.3100008953415438;-0.09144214756503964;0.7059759724273224;0.5762046310569009;0.7177215933608591;-0.20868033654082824;1.145429714144977;-0.43146288550843487;0.6584974789432401;0.006111495944719505;0.5040192456832873;-0.9102000081381046;0.06952932901226551;jazz.00016.wav;jazz
-0.08435560197449164;0.7382624447516726;-0.28832395524891435;-1.8044615026793969;0.02180648611466667;-1.3526655483879018;0.5863715797623413;-2.520944791993727;1.3292841795441837;-1.624129220437998;0.8494400867410934;-1.8295591559728994;0.6918447558883968;-1.174861179657686;0.45993355717792145;1.3996416260944922;0.8944950057345419;0.2621172519301684;-1.4032306117063986;-1.8654749897928324;-1.6618027739319912;1.5213976963635405;-0.28949870240634235;1.2528487883356432;1.07767748649215;0.18100843218294965;-0.7233671233598241;disco.00052.wav;disco
-0.7617289101383323;-1.1221223418532058;2.4207596105192084;-1.6547900619051727;-0.6403876559187607;-0.25410309686243954;-1.2562023263953215;-0.6223404968374835;-1.8462159357760648;0.34997236189018643;-2.02103227330764;-2.4247565700260694;-1.7998497752861542;-0.46313599233119895;0.7072682446641211;1.130467874858873;-0.6117632172354709;-0.598548527910578;0.21003359619357612;0.21099428752122554;0.347989554852971;-0.4277435737038223;0.227247375479872;0.35532267252995625;-0.7166659521525353;0.8295077703492536;-0.006091161712285479;jazz.00002.wav;jazz
-0.27223195674520423;0.18757574642539288;0.07204735847841919;-0.3942680382935511;-0.15818162033867664;-1.1527536531608347;0.7650340939438475;-0.35501099471055436;0.8044908449155326;-0.8516383623180482;1.5413784085634898;-1.3369970202431634;1.2646942017699774;-1.5406873143084783;-0.8122505302453417;0.37674494604082015;-0.15762534692320743;-0.6592165475619868;-0.12062188037135872;-0.5522574064329614;-0.45350961124175515;0.040923286637430806;0.9254984041270813;0.7200335084058685;0.2538096139785291;-0.03841395075436716;0.3966689643862788;disco.00046.wav;disco
0.05854909021840621;0.46632241047154216;0.2969176327713219;-0.7374098770205695;-0.9004934529050717;1.122322421984777;-0.5803638993096428;0.18585988762017405;-0.6304542951978466;0.9285254381065112;-0.44595256546563256;-0.5344556970060161;-0.03160658714790384;1.176032576694166;-0.4077913741373239;1.0709599628866295;-0.09375008991317847;-2.117822461124534;-0.2685064988174006;2.1538691257878817;1.3728718682533145;-0.37162821367916193;-1.2128563690110807;0.02916101865892011;1.5694061977290532;0.5310938124904316;-1.4326498634332059;reggae.00094.wav;reggae
0.651302191160628;0.27588950122431416;-0.03385084837665318;-0.4641535700212438;0.5123654286152045;0.40546905638966446;1.1699399470802396;0.4052554908271233;0.4365929522271608;-0.09106179291525977;0.2546575619725784;-0.5988383325289917;0.28277678537018397;0.14382391111127452;0.33577796454297854;-0.5227666832765467;1.3561871515912454;0.33551200927334923;0.7688731327247649;-0.9679844688743818;-1.5105390802686594;-0.23592168123900822;0.3426836747363355;-0.9646552366615466;-0.39172928656848993;0.6935096092755774;-0.12438831007062005;disco.00091.wav;disco
-0.1138247119337265;-0.2509938755064003;0.6250629754516319;0.7419386730567067;1.0280212135414797;0.4318767591586529;0.7172917362432106;-0.05911171666171697;1.4204451448346058;-0.28108890674616166;0.7233592878355405;-1.210742129768572;0.22089289212414567;-1.4261091454825583;-0.579754598382405;-1.6890093853745893;2.1912826808557115;0.8506713316680659;0.9588829150290631;0.2339963047231708;0.2158771711099306;1.5207364184358156;-2.1124858704565814;0.11727236457459958;0.5404651076130911;1.7504297095294652;-1.2172777019502155;rock.00011.wav;rock
-0.30802573521939386;-0.20065675709793004;1.378638932724959;-1.5012677443033282;0.29487707093317383;1.4178452826726033;-1.7085352506414038;1.2842617017564;-0.43146732790149994;0.9418142648362935;-2.29413940570814;0.5411237391605078;-0.7396659918087307;0.2803940540628242;-0.6123237929111877;-0.007411891792482567;-1.2539479464271612;-0.6426670850128534;0.038528816903958214;-1.9750552345097903;-1.4310854474690902;-0.1818349694299309;0.1856856804843986;0.2941306931126124;-0.45242856016809285;-0.010084510176951385;-0.6598957301622771;reggae.00043.wav;reggae
-0.41939377213300943;-0.3284093290920272;-0.03864010539927586;1.09091388951931;-0.9103406090007937;1.3172913491827614;-0.37559797667321887;1.017586250971811;-0.8873902768164526;1.4288964119886258;-0.1094020032346864;1.4036638768975154;-0.7187809541140626;0.8716292327413734;-1.4749535755315781;0.9159305830850978;0.054141320955649164;0.11196177757395301;0.4684475125482254;-0.41617676591552794;-0.19790756835167253;-0.7725061854237639;-0.39448440749330016;-1.3584068898080404;-0.6381975685840314;-0.21729638278081684;-0.4755501768944347;reggae.00057.wav;reggae
-0.6342404793791883;-0.2230638571811971;-1.017158951783945;0.9285493061568686;0.06820505421789846;-0.8006894377974482;1.0774215405748508;-1.3891934117883278;1.6412027119805088;-1.0683153793480065;1.6136972129047114;-0.3804463722435348;1.445758072502022;-0.2022202549715501;-1.5987698335835803;-1.750707791082997;0.49145926358212627;1.545606673983016;0.21287442427091396;-0.8350914899200795;-0.8502070992592281;0.037532493399202595;0.06132003630076885;-0.9236508420078979;0.31013045076057266;0.05678107828001196;1.192559377380819;disco.00085.wav;disco
1.1104316251366835;0.819904332302611;1.73263936587766;-2.1304611687185355;-0.49801962879188877;-0.466276996283763;0.23833148433418122;-1.7586600854240002;0.7660508111397522;-0.6741337679657743;-0.40715062308430094;-0.3469166836339572;0.4081377803523905;0.3687376020801823;0.17695863014819826;0.018744195128662825;-0.4682220354843496;-1.3580756921429484;0.7931870820011332;-1.0036276398447561;-0.04139572086417838;-0.305785176825148;0.04814053311882081;1.2104330816410556;-0.1592171270583419;1.3316925835205247;0.2276287148733878;rock.00005.wav;rock
1.0347811915694092;0.9846453387676021;0.27040121736935097;-0.12953587653186432;1.8022941294516905;-2.377584290091289;-0.45622478866551397;-2.0769080962287716;1.1226603947609908;-1.3202711328108991;0.3199141371249986;-1.186349539869022;2.125175265488966;-1.528789765230704;0.18456252296101916;-0.5451955217375584;0.48177621602336573;-0.10490889515719544;-0.06343407763751119;0.9082894309418382;0.3778566894172251;0.0631566176275696;0.13903380262434703;0.04122128735040045;0.40372564274429895;-0.23919314783392223;-0.11447644900112756;metal.00022.wav;metal
0.20501664549100562;0.9348141211469428;-0.41926150141022106;-0.25341820550426314;-1.4093447308598086;1.8693772780484126;-0.8792595869878463;0.6916033677443746;-0.6140318602452653;1.4107400427953836;-1.2093086690145736;0.7085955078674601;-0.6692532896892335;0.10880968607315766;-0.24496360115958424;-0.13463458953895263;0.09848123304093698;-0.5335155399872101;-0.610802985493543;-0.6289022841616173;-0.006911247700585887;-0.017097540813616512;-0.3257299987809492;-0.15286820900235934;0.10522177017010331;-0.23621520423942693;-0.40169864249785464;rock.00039.wav;rock
