rms;mfcc_1;mfcc_2;spectral_contrast_1;delta_mfcc_1;onset_strength_mean;filename;label
0.9874800935820063;0.4127829235115657;-1.0316004872452138;-0.5404342305011601;-0.5798655452262896;1.4194796829475205;reggae.00080.wav;reggae
-1.0706918008086224;-1.1513405122297424;0.7555884628543049;-0.8691201955636567;-1.3100008953415438;-1.5025901912819095;jazz.00016.wav;jazz
-0.08435560197449164;0.7382624447516726;-0.28832395524891435;-1.4199275982539687;0.45993355717792145;-0.05783615840867374;disco.00052.wav;disco
-0.7617289101383323;-1.1221223418532058;2.4207596105192084;0.8822699667101239;0.7072682446641211;-1.424431325584952;jazz.00002.wav;jazz
-0.27223195674520423;0.18757574642539288;0.07204735847841919;-0.2441184878604224;-0.8122505302453417;1.011360295545288;disco.00046.wav;disco
0.05854909021840621;0.46632241047154216;0.2969176327713219;1.6329201026656064;-0.4077913741373239;0.09133551538872652;reggae.00094.wav;reggae
0.651302191160628;0.27588950122431416;-0.03385084837665318;-0.18820381524120355;0.33577796454297854;1.0827029759662812;disco.00091.wav;disco
-0.1138247119337265;-0.2509938755064003;0.6250629754516319;-0.23659986990041915;-0.579754598382405;-0.0878404273938918;rock.00011.wav;rock
-0.30802573521939386;-0.20065675709793004;1.378638932724959;0.6392133310106554;-0.6123237929111877;0.5873111915013062;reggae.00043.wav;reggae
-0.41939377213300943;-0.3284093290920272;-0.03864010539927586;-0.6169035435939955;-1.4749535755315781;1.7620985404471645;reggae.00057.wav;reggae
-0.6342404793791883;-0.2230638571811971;-1.017158951783945;-0.5869121487346103;-1.5987698335835803;2.9140550203624405;disco.00085.wav;disco
1.1104316251366835;0.819904332302611;1.73263936587766;1.2520172831340588;0.17695863014819826;-1.083258085019483;rock.00005.wav;rock
1.0347811915694092;0.9846453387676021;0.27040121736935097;0.24060535141263306;0.18456252296101916;-0.8045394944627529;metal.00022.wav;metal
0.20501664549100562;0.9348141211469428;-0.41926150141022106;1.9616352147450358;-0.24496360115958424;-1.0980379526009192;rock.00039.wav;rock
