rms;mfcc_1;tonnetz_1;spectral_centroid;chroma_cqt_1;filename;label
0.9874800935820063;0.4127829235115657;-0.24619550979107163;0.4703836328070648;1.4875975097791223;reggae.00080.wav;reggae
-1.0706918008086224;-1.1513405122297424;0.010954964987781073;-1.0291211381869352;-0.880811324196811;jazz.00016.wav;jazz
-0.08435560197449164;0.7382624447516726;-0.06777971816332193;0.5427778596827028;1.0615432606315092;disco.00052.wav;disco
-0.7617289101383323;-1.1221223418532058;-1.6367679129675798;-1.5895915201771436;-0.9903132147686132;jazz.00002.wav;jazz
-0.27223195674520423;0.18757574642539288;0.22763394187135075;0.07991173168761115;0.6245060469370385;disco.00046.wav;disco
0.05854909021840621;0.46632241047154216;-2.124664060584241;-0.25139687383939247;-1.840083899396633;reggae.00094.wav;reggae
0.651302191160628;0.27588950122431416;-0.41632159708461114;-0.2296933656849053;1.9725655767439065;disco.00091.wav;disco
-0.1138247119337265;-0.2509938755064003;-2.1857726897538297;-0.929067344141336;0.3431634699605972;rock.00011.wav;rock
-0.30802573521939386;-0.20065675709793004;0.40061390912227035;-1.0026836300152548;1.5091659655928316;reggae.00043.wav;reggae
-0.41939377213300943;-0.3284093290920272;0.08144924257351638;-0.045776620647569786;-0.32082006859107043;reggae.00057.wav;reggae
-0.6342404793791883;-0.2230638571811971;-0.24390134817113296;1.1203612658232993;2.4887506385151927;disco.00085.wav;disco
1.1104316251366835;0.819904332302611;1.3711992848895662;-0.9225831661165296;1.2638407474347644;rock.00005.wav;rock
1.0347811915694092;0.9846453387676021;0.8928702268509422;0.02292351716047922;-0.6694083453775785;metal.00022.wav;metal
0.20501664549100562;0.9348141211469428;1.413886320310152;0.4984463504090531;-0.34804884362264304;rock.00039.wav;rock
-0.28438914150911393;0.7308361369130856;-0.5962629514495743;0.6752081787705727;0.929307825153954;metal.00036.wav;metal
0.41250108757078824;0.6902353484914978;0.4366950359554676;0.6704661587455921;-0.14577847348840137;pop.00027.wav;pop
0.3319970795575581;0.22523141751464995;0.9354650308306792;-0.8098288918629925;-2.0202307783182607;country.00088.wav;country
0.1381719043526923;0.7538912546136242;0.23995948390207292;0.884007150086384;1.0455915232862767;pop.00033.wav;pop
0.008789820855351767;-0.4079706051047882;1.1725703193639085;-0.8213162231139445;-0.9441816238469748;country.00063.wav;country
0.00892952603982484;0.26259411359246426;0.2602230446705266;-0.9631554596811138;2.012098540340173;country.00077.wav;country
-0.9897655540617312;-2.0538430498802716;2.166693399710882;-2.280322856672857;-2.223959811166441;blues.00093.wav;blues
-1.706224975430424;-2.924503414803821;-1.9765589274903381;-1.9727199284352688;-1.5192889238747571;classical.00079.wav;classical
0.41308474140035856;-0.11022696632995223;-1.177858112263654;-1.0629015892323566;-0.2858484855210837;blues.00087.wav;blues
0.11395598356010368;-0.2649806382631757;1.1938424503265335;-1.4327897771712408;-0.3050557930603048;classical.00045.wav;classical
0.6498742122139917;0.43790263691603865;-0.4855887305593433;-0.24698168571107493;0.28665090454419107;hiphop.00022.wav;hiphop
-0.6225702060324823;-0.7339656765481033;-0.7088126422357102;1.0684771478382546;-0.5786925262997757;hiphop.00036.wav;hiphop
-0.7662945426010235;-0.8555966075248359;0.5735638206319708;-0.9427919066831768;0.7678083659160824;classical.00051.wav;classical
0.7839747354804861;0.6136979218560361;0.23812768976842033;-0.35931249862946474;0.51518376861762;blues.00050.wav;blues
0.08200569733660713;0.3492443670534232;-1.1992058857784076;0.10704208614966557;-0.2676963732047487;blues.00044.wav;blues
-1.5132573341097928;-1.3868738610237235;-2.0863303956525385;-1.1822084274247768;-1.184265261244465;classical.00086.wav;classical
-0.7115575333336206;-1.5483241474129807;1.8518595360649204;-0.5511818492280058;-0.21670568927492884;classical.00092.wav;classical
1.937386223099034;1.4168492673064392;-1.1647784015174514;0.18321919314758023;0.2274899682407243;blues.00078.wav;blues
2.13225164584979;1.4065025194925824;-1.3333423665224067;0.3360569053321696;-0.10311981427078809;blues.00079.wav;blues
-0.7370403988525753;-0.627611456547806;0.2780654453133061;-0.8085037733298022;0.2669816145965739;classical.00093.wav;classical
-1.6662897380754516;-2.478660508596128;3.034001774133196;-1.851421489065181;-1.3593491012630705;classical.00087.wav;classical
0.2659335905304521;-0.18673395789099603;-1.0895153590230082;-0.6473220230150047;0.23600945476739812;blues.00045.wav;blues
1.0019457503603206;0.8870994484096996;0.19991732655232136;-0.3148212701208592;-0.24900942027195824;blues.00051.wav;blues
0.4227568497334611;0.4848629588710944;-0.2874821274930404;2.2117906115791346;-0.11750420814706324;hiphop.00037.wav;hiphop
-1.8717310870512256;-3.0437181002331846;-2.839096364844586;-1.4421353155118113;-0.7931953685451368;classical.00050.wav;classical
-1.7201151138828221;-2.571295395346008;-2.9247666278726805;-1.4258889087090474;0.038388522974073636;classical.00044.wav;classical
0.9087684863270366;0.9959435668374564;0.18771276317790983;0.05291307821505686;-0.3720809915355024;hiphop.00023.wav;hiphop
-0.09052373060171894;-0.6811631175375497;0.48442450972245343;-1.3367444375805537;-0.638978518928665;blues.00086.wav;blues
-1.8921775730524149;-4.067606890819555;-2.557693438250837;-2.077025359228285;-0.5814592828549753;classical.00078.wav;classical
-1.0327350905192942;-1.8729486426362116;-0.1712313397783941;-1.7936355568739242;-1.5522450962001726;blues.00092.wav;blues
-0.03868922223070407;-0.3937020434950445;1.959071795975714;-1.2306560300078673;-1.755430083036364;country.00076.wav;country
-0.010690292238933493;0.5027004071580355;1.7233497439483922;-0.05003817306081851;-0.3867010863532259;country.00062.wav;country
