rms;spectral_centroid;spectral_bandwidth;spectral_flatness;spectral_contrast_1;spectral_contrast_2;spectral_contrast_3;spectral_contrast_4;spectral_contrast_5;spectral_contrast_6;spectral_contrast_7;spectral_rolloff;filename;label
0.9874800935820063;0.4703836328070648;0.7632261039718866;0.7661973666920805;-0.5404342305011601;-0.6669469631430465;-0.4649012770978757;-0.399687276582584;-0.6120491330324034;-0.45415174512646356;-1.1324303697611184;0.4368973965280368;reggae.00080.wav;reggae
-1.0706918008086224;-1.0291211381869352;-0.9576168808138619;-0.7187699710646236;-0.8691201955636567;0.9384071477910215;2.188626302619356;2.4258560069224875;1.9927177745193307;0.8353413110766034;0.4917949099929077;-1.111906421100097;jazz.00016.wav;jazz
-0.08435560197449164;0.5427778596827028;-0.1515194511489979;-0.30765882249839677;-1.4199275982539687;-0.3570772338678479;-0.7938509330836924;-0.48331386556368683;-0.30501881085883153;0.22375928676264004;1.343484415482724;0.3101920865700355;disco.00052.wav;disco
-0.7617289101383323;-1.5895915201771436;-2.2658400328479065;-0.7441590157267632;0.8822699667101239;2.259159489931946;2.219060006913847;2.436989480245488;3.5891233477114266;3.303879242415833;-0.028010544983206355;-1.7004950325305457;jazz.00002.wav;jazz
-0.27223195674520423;0.07991173168761115;0.05748815525587898;-0.4502007873999727;-0.2441184878604224;-0.8739305585048416;-0.5168428923122945;-0.16747575635655357;0.07564414489217552;0.6929637975094873;1.0840941555502548;0.201100163469064;disco.00046.wav;disco
0.05854909021840621;-0.25139687383939247;-0.21465620816102265;-0.034911479570474864;1.6329201026656064;-0.08902620915180863;-0.5874390787180196;-0.442863877438333;0.32514902276462404;0.06094481108440885;-1.03615051295593;-0.469134165536492;reggae.00094.wav;reggae
0.651302191160628;-0.2296933656849053;-0.3095820871368699;-0.4279270197752258;-0.18820381524120355;-0.3997221691227787;-0.20153470775775348;-0.029998470120157616;0.19393744928780896;0.6120902591447795;0.8216077167727551;-0.23351676885984377;disco.00091.wav;disco
-0.1138247119337265;-0.929067344141336;-0.3906615874942811;-0.6664137920058991;-0.23659986990041915;1.2006900525036284;0.4304037950838904;0.5689413998823952;0.03908897036852523;-0.10562378282704214;0.8728802395376543;-0.734472169044867;rock.00011.wav;rock
-0.30802573521939386;-1.0026836300152548;-1.1373865279584296;-0.630514138558274;0.6392133310106554;-0.1451767509538026;0.1615148336037287;0.07445013810668455;0.04653903883755041;1.3446963036929591;-1.1775887529992126;-1.1419390969482095;reggae.00043.wav;reggae
-0.41939377213300943;-0.045776620647569786;0.6349954709252057;0.09335308721613303;-0.6169035435939955;-0.037292032216017096;0.20840047114595128;-0.26903856270097637;0.38771032266583694;0.955109693596324;-1.1761654992011505;0.12765815851114962;reggae.00057.wav;reggae
-0.6342404793791883;1.1203612658232993;0.955925903886452;0.010687211542574388;-0.5869121487346103;-1.778284826757581;-1.6577852345633068;-1.224465991186207;-1.3831572709119417;-1.5283461514838121;1.1921468590817081;1.2725177256073466;disco.00085.wav;disco
1.1104316251366835;-0.9225831661165296;-1.2373057303365864;-0.6643452627311545;1.2520172831340588;-0.45533628768508194;-0.309531865965018;-1.0135556898753093;-0.2846601721713641;0.048906416785130906;0.9066874801758812;-1.0818472987251722;rock.00005.wav;rock
1.0347811915694092;0.02292351716047922;-0.03133290578062805;-0.5322065302643266;0.24060535141263306;-0.7105986287123769;-0.9118510242151863;-0.6970206115908106;-1.0326735605664037;-0.3368319780035384;1.4672492052404211;0.13171505572416514;metal.00022.wav;metal
0.20501664549100562;0.4984463504090531;0.9277837604780204;0.583897085046993;1.9616352147450358;-0.6734629121545904;-1.4805922126920759;-0.14189987356497344;0.23907672096927582;-0.6960952391550402;-1.206967346315134;0.5552403147079706;rock.00039.wav;rock
-0.28438914150911393;0.6752081787705727;0.14216691825943625;-0.039593608325877064;0.03964688828575697;-1.5468500970499746;-1.7378086491755544;-1.7745421828019896;-1.6019374141079026;-0.6869649371164874;1.2605770527274816;0.4817083915588938;metal.00036.wav;metal
0.41250108757078824;0.6704661587455921;1.29444058395039;0.8903755174367344;0.15980967464354265;-0.15054185895585112;-0.5603750080696385;-0.4589139966870277;-0.22354562182095072;-0.7070523107863784;-1.2005977915478112;0.8786019980426558;pop.00027.wav;pop
0.3319970795575581;-0.8098288918629925;-0.5310305046228455;-0.641442713410471;0.8290256123159955;0.4691627137725233;0.6362361022642331;0.30475240493231104;0.467304246418455;0.28527513246267167;0.9295742418098286;-0.6642725082741473;country.00088.wav;country
0.1381719043526923;0.884007150086384;0.9291881516162214;1.3779989297865343;-0.8856175416195463;-0.5067879324101099;-0.7780169939164093;-0.7759102438714687;-0.4881596342639282;-1.174074389806323;-1.1384169496936405;0.8715513539944819;pop.00033.wav;pop
0.008789820855351767;-0.8213162231139445;-0.4299213909392153;-0.6655387454449799;-0.27774226005553443;1.076628685952766;1.1723360221576165;1.1180702495436934;0.9005232592209114;0.3831609101779226;0.8385986195973709;-0.5812145461672601;country.00063.wav;country
0.00892952603982484;-0.9631554596811138;-1.3010171687874859;-0.6946615502837427;0.9897814484472937;-0.07920902185173007;0.07654100890599186;0.6739875709013465;0.41757128129510274;1.7516076216846044;0.7288500140059772;-1.048392442307541;country.00077.wav;country
-0.9897655540617312;-2.280322856672857;-2.3700712216333977;-0.7320935659345086;0.6582187729561262;1.0763624390646296;0.8952985721072796;0.777881217406231;0.6312842156300225;-1.0907937568151045;-0.23661264596822548;-2.3144670203954942;blues.00093.wav;blues
-1.706224975430424;-1.9727199284352688;-2.5507760903093195;-0.7426101725426191;-1.7121758188427616;0.3819864656559979;0.9730552238942312;1.8056945927664985;1.8895775010250562;1.2810041528028444;-0.9935555254835019;-2.1682970667035986;classical.00079.wav;classical
0.41308474140035856;-1.0629015892323566;-0.7082948157054361;-0.6860122346152264;0.44907687524297213;0.47313708635904167;0.506458619277525;0.21734871851682405;0.1518165865239389;0.035065975146608606;0.8591169382511861;-0.9466632322711298;blues.00087.wav;blues
0.11395598356010368;-1.4327897771712408;-1.4021795074339072;-0.7140655688879413;-1.0314395252258883;1.0852619490413493;1.221968914777294;1.7254531962720432;2.252382560527816;1.2288147404179484;-1.1009786756461188;-1.6954478593614788;classical.00045.wav;classical
0.6498742122139917;-0.24698168571107493;0.0569556290258677;-0.49974392790309086;-0.29777677058576185;-0.6610898989489664;-0.5623101343309341;-0.9124710042261771;-0.9319880526819707;-1.129732857444408;1.0871075243695913;0.01943368148962336;hiphop.00022.wav;hiphop
-0.6225702060324823;1.0684771478382546;0.5967147028354941;1.6426827469865743;0.23181282268604164;-1.2508854345740872;-0.5161800775182275;-0.9613466141044813;-0.8055680220430883;-0.3753112179846962;-1.0176120131740702;0.7822830621865853;hiphop.00036.wav;hiphop
-0.7662945426010235;-0.9427919066831768;-0.30991903667666615;-0.4623243550284548;-1.0246910095908763;0.05463824408510723;-0.8162678383007348;-0.9897300850615227;-0.8807985008820561;-0.997050175323701;-1.0737305339137868;-0.8588599690395237;classical.00051.wav;classical
0.7839747354804861;-0.35931249862946474;-0.30593798787818516;-0.597815717085217;-0.4094229308062697;-0.18113416035842542;-0.8550673466253649;-0.4872035855354853;-0.35079915293914893;-0.751285229895153;1.120930366197208;-0.25310306661707527;blues.00050.wav;blues
0.08200569733660713;0.10704208614966557;0.25171930937801973;-0.5608533502547063;-0.43919097575332394;-0.7933668382594394;-0.013958206613288823;-0.1452660114345917;0.09199814272947526;-0.7284065543270518;1.231288683446567;0.3974973608829876;blues.00044.wav;blues
-1.5132573341097928;-1.1822084274247768;-1.4208226126739838;-0.6158305959836826;-0.4338890208301617;-0.6408422329341595;-0.06447431040943652;0.3618683636737021;0.9486527154249865;1.1608289234159443;-0.8633649449507026;-1.3190885121480995;classical.00086.wav;classical
-0.7115575333336206;-0.5511818492280058;-1.5272400691996322;-0.7355705664852267;-1.4413365214792822;1.821249582369569;1.7587986146279828;1.2212531634558654;4.944947274646315;4.048770670211224;0.4769078054259952;-0.9525766756663727;classical.00092.wav;classical
1.937386223099034;0.18321919314758023;-0.029268918821243967;-0.4007067239267939;-0.4749763097419619;-1.2080536655312548;-0.784571738317535;-0.7268357652646479;-0.587630363737942;-1.1201741389505877;1.4162180537911382;0.23494113917815593;blues.00078.wav;blues
2.13225164584979;0.3360569053321696;0.2202397947484236;-0.37675060472068717;-0.03415332953075812;-0.8309654225326611;-0.9003997637875185;-0.46876843586905054;0.0075410727815178324;-0.7039157864882171;1.4370541111195145;0.4414726456665742;blues.00079.wav;blues
-0.7370403988525753;-0.8085037733298022;-1.314255997692433;-0.7202266732506766;-0.8753226321431815;0.41439414810042924;0.5839714333543533;2.0390131158185225;2.5476644983751564;2.079234127706194;0.6319382862960473;-1.1693535666418984;classical.00093.wav;classical
-1.6662897380754516;-1.851421489065181;-2.153908075149996;-0.7356443015190229;-0.7107892345981252;1.1461140482989294;1.5636265366749131;1.590303897683494;2.1024841689760487;1.2576937155224346;-1.08642237250192;-1.9788129913984251;classical.00087.wav;classical
0.2659335905304521;-0.6473220230150047;0.09044876632697382;-0.6891205423333886;0.6429660480023821;-0.19454526986620088;-0.0429453688866345;-0.6236393004956418;0.16781367411460182;-0.6499859036431078;0.9439996688675563;-0.013883652988583519;blues.00045.wav;blues
1.0019457503603206;-0.3148212701208592;-0.598690141646522;-0.5886929864452558;0.17078448087312723;-0.8056215186226633;-0.6813471256505746;-0.4634566451950424;-0.5973242344496908;0.20983897192858936;1.118964470790297;-0.39990244764710453;blues.00051.wav;blues
0.4227568497334611;2.2117906115791346;1.125565462007007;3.3525475970926126;-0.9388185291305036;-0.25496579900224425;-0.20054385842767286;-0.49427163654159506;-0.38078299249166353;-0.5088205502365981;-1.1226915336477492;1.588837600438043;hiphop.00037.wav;hiphop
-1.8717310870512256;-1.4421353155118113;-1.229521095411636;-0.6976871786187919;-1.3598932788764957;0.4460592607003801;1.3482645942132518;0.9206612202990699;0.5594627607184518;0.827348929229188;-1.11583715656645;-1.405367661220732;classical.00050.wav;classical
-1.7201151138828221;-1.4258889087090474;-1.5777042170404694;-0.7265730421892267;-0.9601062393958053;2.2968349929114282;2.4289102999062187;2.8093120214252405;3.4857579544429407;3.14834326494439;-0.8148728376670985;-1.6129623180870074;classical.00044.wav;classical
